t,driver,x,y
3080,TSU,-1050,934
3080,VER,8366,15358
3080,ZHO,1439,606
3082,ALB,-403,8300
3082,ALO,-422,10089
3082,BOT,-1489,-2548
3082,COL,-1241,838
3082,GAS,2078,4697
3082,HAM,10460,12249
3082,HUL,10839,15294
3082,LEC,2544,5923
3082,MAG,-279,8327
3082,NOR,8335,15349
3082,OCO,1010,-4037
3082,PER,6999,14914
3082,PIA,1620,2573
3082,RIC,-832,5588
3082,RUS,-860,4410
3082,SAI,9688,11847
3082,STR,-1295,213
3082,TSU,-1050,934
3082,VER,9818,15859
3082,ZHO,1247,-1483
3084,ALB,-152,8474
3084,ALO,-384,11157
3084,BOT,-1465,-1967
3084,COL,-1116,2293
3084,GAS,1724,3690
3084,HAM,9604,11802
3084,HUL,10971,14338
3084,LEC,2400,5095
3084,MAG,-141,8597
3084,NOR,9302,15699
3084,OCO,802,-5229
3084,PER,7504,15140
3084,PIA,1499,1265
3084,RIC,-711,7023
3084,RUS,-797,5561
3084,SAI,8671,11280
3084,STR,-1170,1670
3084,TSU,-1050,934
3084,VER,10612,15660
3084,ZHO,1117,-2895
3086,ALB,-223,8979
3086,ALO,124,12719
3086,BOT,-1307,-1518
3086,COL,-943,4297
3086,GAS,1566,1988
3086,HAM,8207,11019
3086,HUL,11064,12978
3086,LEC,1742,3885
3086,MAG,-295,9260
3086,NOR,10516,15738
3086,OCO,-61,-5796
3086,PER,8685,15472
3086,PIA,1326,-619
3086,RIC,-590,8102
3086,RUS,-688,7301
3086,SAI,7199,10343
3086,STR,-992,3733
3086,TSU,-1050,934
3086,VER,10962,14461
3086,ZHO,920,-4762
3088,ALB,-416,9977
3088,ALO,1519,13910
3088,BOT,-1265,-1074
3088,COL,-770,6315
3088,GAS,1396,136
3088,HAM,6736,9957
3088,HUL,10399,12218
3088,LEC,1587,2215
3088,MAG,-425,10509
3088,NOR,10948,14647
3088,OCO,-1140,-4990
3088,PER,10056,15883
3088,PIA,1145,-2586
3088,RIC,-193,8380
3088,RUS,-547,8190
3088,SAI,5765,9113
3088,STR,-809,5857
3088,TSU,-1050,934
3088,VER,11065,13000
3088,ZHO,331,-5745
3090,ALB,-388,11127
3090,ALO,2963,14285
3090,BOT,-1225,-705
3090,COL,-656,7676
3090,GAS,1255,-1396
3090,HAM,5588,8959
3090,HUL,9416,11702
3090,LEC,1454,768
3090,MAG,-287,11737
3090,NOR,11038,13508
3090,OCO,-1479,-3789
3090,PER,10790,15415
3090,PIA,1000,-4131
3090,RIC,-161,8738
3090,RUS,-206,8367
3090,SAI,4600,8100
3090,STR,-681,7378
3090,TSU,-1050,934
3090,VER,10616,12332
3090,ZHO,-597,-5597
3092,ALB,-10,12483
3092,ALO,4627,14429
3092,BOT,-1173,-230
3092,COL,-486,8259
3092,GAS,1102,-3062
3092,HAM,4314,7851
3092,HUL,8199,11014
3092,LEC,1303,-874
3092,MAG,367,13054
3092,NOR,10871,12519
3092,OCO,-1480,-2281
3092,PER,10971,14323
3092,PIA,710,-5424
3092,RIC,-320,9363
3092,RUS,-163,8748
3092,SAI,3339,7004
3092,STR,-569,8150
3092,TSU,-1050,934
3092,VER,9617,11809
3092,ZHO,-1313,-4600
3094,ALB,1110,13688
3094,ALO,6237,14499
3094,BOT,-1123,238
3094,COL,-153,8468
3094,GAS,915,-4794
3094,HAM,2949,6662
3094,HUL,6834,10043
3094,LEC,1134,-2706
3094,MAG,1783,14022
3094,NOR,9865,11943
3094,OCO,-1363,-555
3094,PER,11066,13016
3094,PIA,-256,-5757
3094,RIC,-426,10470
3094,RUS,-353,9512
3094,SAI,2551,6078
3094,STR,-203,8369
3094,TSU,-1050,934
3094,VER,8314,11080
3094,ZHO,-1499,-3039
3096,ALB,2868,14272
3096,ALO,6894,14729
3096,BOT,-1076,683
3096,COL,-216,8953
3096,GAS,338,-5742
3096,HAM,2545,5714
3096,HUL,5443,8832
3096,LEC,948,-4577
3096,MAG,3578,14346
3096,NOR,8516,11193
3096,OCO,-1199,1332
3096,PER,10458,12248
3096,PIA,-1227,-4816
3096,RIC,-223,11967
3096,RUS,-414,10807
3096,SAI,2325,4973
3096,STR,-174,8794
3096,TSU,-1050,934
3096,VER,6872,10076
3096,ZHO,-1421,-1281
3098,ALB,4575,14425
3098,ALO,7293,15089
3098,BOT,-1043,1000
3098,COL,-395,9756
3098,GAS,-702,-5520
3098,HAM,2115,4735
3098,HUL,4175,7730
3098,LEC,543,-5618
3098,MAG,5233,14461
3098,NOR,7228,10367
3098,OCO,-1047,3089
3098,PER,9398,11692
3098,PIA,-1497,-3385
3098,RIC,553,13253
3098,RUS,-146,12185
3098,SAI,1743,3889
3098,STR,-352,9509
3098,TSU,-1050,934
3098,VER,5625,8991
3098,ZHO,-1284,346
3100,ALB,6141,14495
3100,ALO,8175,15300
3100,BOT,-1034,1088
3100,COL,-400,10996
3100,GAS,-1380,-4383
3100,HAM,1704,3470
3100,HUL,2929,6645
3100,LEC,-509,-5651
3100,MAG,6525,14525
3100,NOR,5943,9268
3100,OCO,-893,4886
3100,PER,8127,10973
3100,PIA,-1455,-1788
3100,RIC,2047,14109
3100,RUS,787,13458
3100,SAI,1603,2394
3100,STR,-420,10676
3100,TSU,-1050,934
3100,VER,4321,7858
3100,ZHO,-1131,2119
3102,ALB,6890,14721
3102,ALO,9478,15759
3102,BOT,-1034,1091
3102,COL,40,12577
3102,GAS,-1494,-2693
3102,HAM,1539,1698
3102,HUL,2544,5671
3102,LEC,-1357,-4466
3102,MAG,7046,14959
3102,NOR,4469,7986
3102,OCO,-726,6842
3102,PER,6666,9896
3102,PIA,-1302,131
3102,RIC,3957,14378
3102,RUS,2506,14214
3102,SAI,1436,571
3102,STR,-118,12253
3102,TSU,-1050,934
3102,VER,2897,6616
3102,ZHO,-956,4149
3104,ALB,7336,15102
3104,ALO,10538,15722
3104,BOT,-1013,1287
3104,COL,1211,13749
3104,GAS,-1399,-987
3104,HAM,1382,-10
3104,HUL,2043,4661
3104,LEC,-1498,-2924
3104,MAG,7721,15179
3104,NOR,3123,6816
3104,OCO,-612,8027
3104,PER,5353,8754
3104,PIA,-1147,1937
3104,RIC,5724,14481
3104,RUS,4291,14405
3104,SAI,1272,-1207
3104,STR,876,13527
3104,TSU,-1050,934
3104,VER,2545,5704
3104,ZHO,-800,5958
3106,ALB,8361,15357
3106,ALO,10952,14601
3106,BOT,-970,1739
3106,COL,3030,14293
3106,GAS,-1231,958
3106,HAM,1201,-1978
3106,HUL,1676,3186
3106,LEC,-1404,-1057
3106,MAG,8871,15545
3106,NOR,2546,5792
3106,OCO,-229,8349
3106,PER,3872,7467
3106,PIA,-970,3986
3106,RIC,6770,14609
3106,RUS,6166,14496
3106,SAI,1092,-3165
3106,STR,2624,14235
3106,TSU,-1050,934
3106,VER,1971,4576
3106,ZHO,-654,7706
3108,ALB,9441,15746
3108,ALO,11048,13408
3108,BOT,-937,2131
3108,COL,4620,14428
3108,GAS,-1090,2594
3108,HAM,1054,-3578
3108,HUL,1547,1780
3108,LEC,-1270,503
3108,MAG,9973,15881
3108,NOR,2220,4842
3108,OCO,-151,8689
3108,PER,2782,6507
3108,PIA,-830,5611
3108,RIC,7118,15010
3108,RUS,6830,14649
3108,SAI,928,-4715
3108,STR,4268,14404
3108,TSU,-1050,934
3108,VER,1694,3362
3108,ZHO,-494,8252
3110,ALB,10442,15783
3110,ALO,10889,12540
3110,BOT,-914,2564
3110,COL,6123,14495
3110,GAS,-943,4301
3110,HAM,849,-5087
3110,HUL,1402,208
3110,LEC,-1123,2208
3110,MAG,10790,15415
3110,NOR,1724,3692
3110,OCO,-300,9279
3110,PER,2542,5613
3110,PIA,-691,7262
3110,RIC,7835,15202
3110,RUS,7226,15065
3110,SAI,432,-5697
3110,STR,5875,14486
3110,TSU,-1050,934
3110,VER,1555,1867
3110,ZHO,-167,8424
3112,ALB,10914,14956
3112,ALO,9985,12007
3112,BOT,-901,3394
3112,COL,6852,14670
3112,GAS,-789,6086
3112,HAM,146,-5793
3112,HUL,1243,-1528
3112,LEC,-966,4035
3112,MAG,10975,14264
3112,NOR,1579,2130
3112,OCO,-427,10367
3112,PER,2020,4636
3112,PIA,-560,8167
3112,RIC,8947,15574
3112,RUS,8133,15287
3112,SAI,-658,-5554
3112,STR,6738,14592
3112,TSU,-1050,934
3112,VER,1401,193
3112,ZHO,-190,8854
3114,ALB,11030,13587
3114,ALO,8616,11249
3114,BOT,-842,4821
3114,COL,7339,15102
3114,GAS,-649,7753
3114,HAM,-1001,-5207
3114,HUL,1059,-3526
3114,LEC,-788,6105
3114,MAG,11058,12918
3114,NOR,1402,211
3114,OCO,-228,11950
3114,PER,1669,3112
3114,PIA,-166,8424
3114,RIC,10323,15836
3114,RUS,9481,15760
3114,SAI,-1421,-4206
3114,STR,7182,15045
3114,TSU,-1050,934
3114,VER,1217,-1807
3114,ZHO,-400,9793
3116,ALB,10962,12638
3116,ALO,7343,10461
3116,BOT,-770,6352
3116,COL,8215,15312
3116,GAS,-472,8269
3116,HAM,-1463,-3949
3116,HUL,859,-5048
3116,LEC,-664,7591
3116,MAG,10480,12260
3116,NOR,1246,-1491
3116,OCO,542,13242
3116,PER,1531,1608
3116,PIA,-186,8842
3116,RIC,10892,15094
3116,RUS,10518,15736
3116,SAI,-1494,-2721
3116,STR,8006,15248
3116,TSU,-1050,934
3116,VER,1062,-3494
3116,ZHO,-398,11021
3118,ALB,10114,12075
3118,ALO,6002,9319
3118,BOT,-647,7772
3118,COL,9458,15752
3118,GAS,-147,8500
3118,HAM,-1481,-2295
3118,HUL,136,-5795
3118,LEC,-485,8260
3118,MAG,9308,11643
3118,NOR,1072,-3382
3118,OCO,2096,14123
3118,PER,1368,-161
3118,PIA,-387,9699
3118,RIC,11010,13802
3118,RUS,10947,14662
3118,SAI,-1397,-960
3118,STR,9217,15670
3118,TSU,-1050,934
3118,VER,833,-5140
3118,ZHO,10,12522
3120,ALB,8936,11430
3120,ALO,4678,8168
3120,BOT,-427,8292
3120,COL,10513,15739
3120,GAS,-239,9037
3120,HAM,-1367,-597
3120,HUL,-921,-5306
3120,LEC,-154,8461
3120,MAG,8004,10903
3120,NOR,863,-5033
3120,OCO,3816,14366
3120,PER,1203,-1961
3120,PIA,-403,10962
3120,RIC,10980,12666
3120,RUS,11054,13339
3120,SAI,-1244,811
3120,STR,10344,15828
3120,TSU,-1050,934
3120,VER,62,-5801
3120,ZHO,1130,13701
3122,ALB,7699,10715
3122,ALO,3442,7093
3122,BOT,-153,8466
3122,COL,10921,14903
3122,GAS,-413,9929
3122,HAM,-1222,1067
3122,HUL,-1440,-4105
3122,LEC,-202,8900
3122,MAG,6754,9973
3122,NOR,264,-5769
3122,OCO,5419,14469
3122,PER,1052,-3597
3122,PIA,-91,12314
3122,RIC,10237,12137
3122,RUS,10803,12457
3122,SAI,-1097,2508
3122,STR,10883,15140
3122,TSU,-1050,934
3122,VER,-951,-5271
3122,ZHO,2664,14241
3124,ALB,6448,9707
3124,ALO,2584,6229
3124,BOT,-201,8895
3124,COL,11021,13678
3124,GAS,-380,11193
3124,HAM,-1070,2828
3124,HUL,-1491,-2585
3124,LEC,-393,9741
3124,MAG,5502,8884
3124,NOR,-732,-5495
3124,OCO,6599,14542
3124,PER,829,-5152
3124,PIA,875,13526
3124,RIC,9149,11553
3124,RUS,9848,11934
3124,SAI,-946,4271
3124,STR,10996,13964
3124,TSU,-1050,934
3124,VER,-1455,-4012
3124,ZHO,4345,14409
3126,ALB,5096,8531
3126,ALO,2454,5213
3126,BOT,-395,9754
3126,COL,10939,12603
3126,GAS,94,12671
3126,HAM,-906,4726
3126,HUL,-1391,-886
3126,LEC,-391,11092
3126,MAG,4149,7708
3126,NOR,-1405,-4282
3126,OCO,7035,14950
3126,PER,15,-5801
3126,PIA,2514,14216
3126,RIC,7807,10785
3126,RUS,8575,11226
3126,SAI,-787,6110
3126,STR,11031,12791
3126,TSU,-1050,934
3126,VER,-1485,-2409
3126,ZHO,6038,14492
3128,ALB,3790,7395
3128,ALO,1803,4208
3128,BOT,-404,10952
3128,COL,10129,12083
3128,GAS,1264,13780
3128,HAM,-751,6547
3128,HUL,-1242,826
3128,LEC,-6,12491
3128,MAG,2935,6650
3128,NOR,-1495,-2745
3128,OCO,7678,15171
3128,PER,-966,-5251
3128,PIA,4197,14398
3128,RIC,6557,9801
3128,RUS,7280,10410
3128,SAI,-660,7635
3128,STR,10396,12217
3128,TSU,-1050,934
3128,VER,-1379,-746
3128,ZHO,6798,14626
3130,ALB,2679,6395
3130,ALO,1624,2622
3130,BOT,-24,12456
3130,COL,8909,11414
3130,GAS,2984,14288
3130,HAM,-633,7906
3130,HUL,-1078,2732
3130,LEC,1186,13734
3130,MAG,2546,5738
3130,NOR,-1398,-976
3130,OCO,8812,15522
3130,PER,-1470,-3888
3130,PIA,5953,14489
3130,RIC,5181,8605
3130,RUS,5924,9251
3130,SAI,-468,8272
3130,STR,9213,11590
3130,TSU,-1050,934
3130,VER,-1217,1122
3130,ZHO,7202,15054
3132,ALB,2513,5396
3132,ALO,1461,849
3132,BOT,1205,13746
3132,COL,7447,10541
3132,GAS,4918,14446
3132,HAM,-315,8318
3132,HUL,-906,4732
3132,LEC,3009,14291
3132,MAG,2036,4654
3132,NOR,-1232,941
3132,OCO,10117,15879
3132,PER,-1474,-2137
3132,PIA,6837,14655
3132,RIC,3682,7302
3132,RUS,4460,7978
3132,SAI,-145,8515
3132,STR,7772,10762
3132,TSU,-1050,934
3132,VER,-1043,3144
3132,ZHO,8167,15298
3134,ALB,1935,4524
3134,ALO,1314,-750
3134,BOT,2719,14250
3134,COL,6242,9527
3134,GAS,6300,14502
3134,HAM,-142,8605
3134,HUL,-761,6429
3134,LEC,4653,14431
3134,MAG,1702,3441
3134,NOR,-1082,2686
3134,OCO,10822,15342
3134,PER,-1360,-517
3134,PIA,7221,15063
3134,RIC,2676,6391
3134,RUS,3200,6883
3134,SAI,-227,8993
3134,STR,6510,9760
3134,TSU,-1050,934
3134,VER,-895,4855
3134,ZHO,9271,15689
3136,ALB,1676,3183
3136,ALO,1156,-2473
3136,BOT,4404,14414
3136,COL,4956,8410
3136,GAS,6879,14704
3136,HAM,-272,9165
3136,HUL,-640,7845
3136,LEC,6210,14498
3136,MAG,1560,1921
3136,NOR,-926,4492
3136,OCO,10979,14205
3136,PER,-1209,1217
3136,PIA,8102,15278
3136,RIC,2531,5495
3136,RUS,2545,6005
3136,SAI,-412,9913
3136,STR,5185,8609
3136,TSU,-1050,934
3136,VER,-743,6642
3136,ZHO,10345,15828
3138,ALB,1535,1648
3138,ALO,994,-4188
3138,BOT,5998,14490
3138,COL,3643,7268
3138,GAS,7356,15107
3138,HAM,-425,10206
3138,HUL,-394,8303
3138,LEC,6876,14699
3138,MAG,1410,289
3138,NOR,-771,6307
3138,OCO,11066,13015
3138,PER,-1055,2998
3138,PIA,9252,15682
3138,RIC,1959,4559
3138,RUS,2328,4977
3138,SAI,-375,11241
3138,STR,3848,7446
3138,TSU,-1050,934
3138,VER,-636,7881
3138,ZHO,10892,15092
3140,ALB,1375,-91
3140,ALO,647,-5513
3140,BOT,6815,14637
3140,COL,2625,6317
3140,GAS,8399,15369
3140,HAM,-314,11620
3140,HUL,-141,8580
3140,LEC,7369,15111
3140,MAG,1244,-1509
3140,NOR,-641,7842
3140,OCO,10535,12288
3140,PER,-894,4872
3140,PIA,10445,15782
3140,RIC,1671,3133
3140,RUS,1730,3763
3140,SAI,130,12728
3140,STR,2744,6468
3140,TSU,-1050,934
3140,VER,-353,8311
3140,ZHO,11009,13809
3142,ALB,1217,-1810
3142,ALO,-259,-5756
3142,BOT,7219,15062
3142,COL,2508,5374
3142,GAS,9591,15796
3142,HAM,327,13006
3142,HUL,-273,9169
3142,LEC,8345,15352
3142,MAG,1086,-3228
3142,NOR,-388,8304
3142,OCO,9455,11722
3142,PER,-743,6639
3142,PIA,10925,14876
3142,RIC,1530,1593
3142,RUS,1590,2252
3142,SAI,1361,13832
3142,STR,2542,5609
3142,TSU,-1050,934
3142,VER,-142,8604
3142,ZHO,11008,12725
3144,ALB,1047,-3655
3144,ALO,-1202,-4871
3144,BOT,8130,15286
3144,COL,1844,4342
3144,GAS,10617,15655
3144,HAM,1764,14014
3144,HUL,-426,10284
3144,LEC,9616,15803
3144,MAG,884,-4948
3144,NOR,-141,8580
3144,OCO,8131,10975
3144,PER,-630,7932
3144,PIA,11033,13559
3144,RIC,1369,-150
3144,RUS,1431,521
3144,SAI,3077,14299
3144,STR,2004,4617
3144,TSU,-1050,934
3144,VER,-281,9201
3144,ZHO,10218,12128
3146,ALB,830,-5147
3146,ALO,-1495,-3492
3146,BOT,9283,15693
3146,COL,1650,2907
3146,GAS,10948,14641
3146,HAM,3437,14335
3146,HUL,-309,11644
3146,LEC,10624,15649
3146,MAG,281,-5763
3146,NOR,-264,9134
3146,OCO,6842,10050
3146,PER,-345,8313
3146,PIA,10889,12539
3146,RIC,1211,-1867
3146,RUS,1271,-1216
3146,SAI,4790,14439
3146,STR,1691,3333
3146,TSU,-1050,934
3146,VER,-426,10237
3146,ZHO,9086,11517
3148,ALB,181,-5788
3148,ALO,-1465,-1964
3148,BOT,10378,15814
3148,COL,1508,1356
3148,GAS,11051,13366
3148,HAM,5168,14458
3148,HUL,340,13021
3148,LEC,10949,14627
3148,MAG,-724,-5502
3148,NOR,-424,10148
3148,OCO,5575,8947
3148,PER,-141,8594
3148,PIA,9978,12004
3148,RIC,1053,-3594
3148,RUS,1113,-2944
3148,SAI,6323,14503
3148,STR,1551,1825
3148,TSU,-1050,934
3148,VER,-324,11570
3148,ZHO,7796,10777
3150,ALB,-881,-5352
3150,ALO,-1330,-176
3150,BOT,10912,14973
3150,COL,1346,-406
3150,GAS,10775,12435
3150,HAM,6531,14527
3150,HUL,1756,14011
3150,LEC,11060,13261
3150,MAG,-1404,-4286
3150,NOR,-322,11579
3150,OCO,4196,7749
3150,PER,-277,9185
3150,PIA,8714,11304
3150,RIC,816,-5192
3150,RUS,926,-4729
3150,SAI,6925,14794
3150,STR,1392,95
3150,TSU,-1050,934
3150,VER,344,13027
3150,ZHO,6448,9706
3152,ALB,-1433,-4146
3152,ALO,-1179,1563
3152,BOT,11016,13731
3152,COL,1188,-2126
3152,GAS,9794,11905
3152,HAM,6975,14885
3152,HUL,3436,14335
3152,LEC,10747,12416
3152,MAG,-1495,-2748
3152,NOR,304,12977
3152,OCO,2952,6665
3152,PER,-426,10238
3152,PIA,7379,10489
3152,RIC,90,-5799
3152,RUS,411,-5708
3152,SAI,7465,15132
3152,STR,1225,-1718
3152,TSU,-1050,934
3152,VER,1675,13979
3152,ZHO,5154,8582
3154,ALB,-1491,-2597
3154,ALO,-1024,3360
3154,BOT,10979,12665
3154,COL,1023,-3898
3154,GAS,8561,11218
3154,HAM,7644,15165
3154,HUL,5196,14460
3154,LEC,9759,11885
3154,MAG,-1408,-1112
3154,NOR,1659,13972
3154,OCO,2546,5801
3154,PER,-317,11605
3154,PIA,6088,9393
3154,RIC,-891,-5341
3154,RUS,-666,-5548
3154,SAI,8489,15399
3154,STR,1060,-3517
3154,TSU,-1050,934
3154,VER,3354,14328
3154,ZHO,3820,7421
3156,ALB,-1374,-678
3156,ALO,-847,5416
3156,BOT,10039,12036
3156,COL,683,-5464
3156,GAS,7028,10205
3156,HAM,8894,15553
3156,HUL,6585,14539
3156,LEC,8346,11098
3156,MAG,-1238,873
3156,NOR,3576,14346
3156,OCO,2095,4714
3156,PER,475,13175
3156,PIA,4587,8088
3156,RIC,-1467,-3913
3156,RUS,-1422,-4204
3156,SAI,9888,15872
3156,STR,790,-5262
3156,TSU,-1050,934
3156,VER,5381,14467
3156,ZHO,2652,6359
3158,ALB,-1230,973
3158,ALO,-708,7056
3158,BOT,8945,11435
3158,COL,-162,-5781
3158,GAS,5815,9156
3158,HAM,10093,15881
3158,HUL,6971,14879
3158,LEC,7061,10231
3158,MAG,-1093,2563
3158,NOR,5222,14461
3158,OCO,1712,3551
3158,PER,1832,14040
3158,PIA,3341,7006
3158,RIC,-1487,-2460
3158,RUS,-1495,-2758
3158,SAI,10743,15499
3158,STR,104,-5798
3158,TSU,-1050,934
3158,VER,6561,14533
3158,ZHO,2534,5514
3160,ALB,-1056,2991
3160,ALO,-587,8111
3160,BOT,7474,10560
3160,COL,-1201,-4872
3160,GAS,4359,7891
3160,HAM,10882,15141
3160,HUL,7755,15185
3160,LEC,5611,8979
3160,MAG,-919,4578
3160,NOR,6578,14537
3160,OCO,1552,1832
3160,PER,3713,14357
3160,PIA,2545,5996
3160,RIC,-1372,-654
3160,RUS,-1391,-886
3160,SAI,10980,14192
3160,STR,-999,-5209
3160,TSU,-1050,934
3160,VER,7062,14972
3160,ZHO,1887,4440
3162,ALB,-904,4757
3162,ALO,-250,8338
3162,BOT,6250,9535
3162,COL,-1494,-3507
3162,GAS,3139,6830
3162,HAM,10996,13956
3162,HUL,8832,15530
3162,LEC,4321,7857
3162,MAG,-769,6328
3162,NOR,7008,14923
3162,OCO,1405,241
3162,PER,5374,14467
3162,PIA,2334,4986
3162,RIC,-1225,1030
3162,RUS,-1242,834
3162,SAI,11064,12968
3162,STR,-1460,-3972
3162,TSU,-1050,934
3162,VER,7733,15181
3162,ZHO,1663,3053
3164,ALB,-745,6611
3164,ALO,-155,8708
3164,BOT,4940,8395
3164,COL,-1463,-1919
3164,GAS,2545,5974
3164,HAM,11019,12752
3164,HUL,10076,15882
3164,LEC,3013,6720
3164,MAG,-643,7816
3164,NOR,7691,15173
3164,OCO,1245,-1506
3164,PER,6582,14538
3164,PIA,1736,3824
3164,RIC,-1070,2825
3164,RUS,-1082,2688
3164,SAI,10476,12257
3164,STR,-1487,-2473
3164,TSU,-1050,934
3164,VER,8803,15518
3164,ZHO,1518,1471
3166,ALB,-627,7949
3166,ALO,-342,9458
3166,BOT,3551,7188
3166,COL,-1321,-81
3166,GAS,2245,4871
3166,HAM,10195,12117
3166,HUL,10867,15205
3166,LEC,2546,5788
3166,MAG,-348,8312
3166,NOR,8907,15559
3166,OCO,1074,-3362
3166,PER,7040,14954
3166,PIA,1582,2160
3166,RIC,-907,4722
3166,RUS,-905,4736
3166,SAI,9271,11622
3166,STR,-1369,-619
3166,TSU,-1050,934
3166,VER,10121,15878
3166,ZHO,1353,-327
3168,ALB,-303,8321
3168,ALO,-420,10676
3168,BOT,2612,6291
3168,COL,-1161,1772
3168,GAS,1718,3624
3168,HAM,8985,11458
3168,HUL,11001,13897
3168,LEC,2125,4744
3168,MAG,-142,8594
3168,NOR,10149,15875
3168,OCO,872,-4998
3168,PER,7805,15196
3168,PIA,1423,431
3168,RIC,-745,6610
3168,RUS,-736,6723
3168,SAI,7919,10852
3168,STR,-1208,1230
3168,TSU,-1050,934
3168,VER,10871,15187
3168,ZHO,1187,-2134
3170,ALB,-141,8570
3170,ALO,-260,11844
3170,BOT,2537,5549
3170,COL,-1028,3315
3170,GAS,1602,2379
3170,HAM,7892,10836
3170,HUL,11056,12905
3170,LEC,1727,3732
3170,MAG,-230,9006
3170,NOR,10798,15397
3170,OCO,425,-5700
3170,PER,8751,15497
3170,PIA,1290,-1009
3170,RIC,-657,7669
3170,RUS,-645,7796
3170,SAI,6840,10048
3170,STR,-1077,2750
3170,TSU,-1050,934
3170,VER,10981,14166
3170,ZHO,1054,-3577
3172,ALB,-252,9087
3172,ALO,485,13185
3172,BOT,1999,4611
3172,COL,-872,5129
3172,GAS,1453,764
3172,HAM,6593,9833
3172,HUL,10453,12246
3172,LEC,1588,2235
3172,MAG,-412,9920
3172,NOR,10974,14287
3172,OCO,-581,-5608
3172,PER,9978,15882
3172,PIA,1129,-2760
3172,RIC,-480,8263
3172,RUS,-408,8299
3172,SAI,5553,8928
3172,STR,-915,4621
3172,TSU,-1050,934
3172,VER,11057,12912
3172,ZHO,852,-5074
3174,ALB,-420,10054
3174,ALO,1970,14086
3174,BOT,1686,3281
3174,COL,-717,6946
3174,GAS,1294,-966
3174,HAM,5262,8676
3174,HUL,9314,11646
3174,LEC,1435,562
3174,MAG,-376,11232
3174,NOR,11066,13026
3174,OCO,-1327,-4559
3174,PER,10816,15355
3174,PIA,956,-4518
3174,RIC,-151,8476
3174,RUS,-142,8552
3174,SAI,4208,7759
3174,STR,-749,6569
3174,TSU,-1050,934
3174,VER,10418,12228
3174,ZHO,223,-5779
3176,ALB,-344,11454
3176,ALO,3757,14361
3176,BOT,1534,1638
3176,COL,-604,8060
3176,GAS,1126,-2796
3176,HAM,3840,7440
3176,HUL,7950,10871
3176,LEC,1261,-1325
3176,MAG,130,12728
3176,NOR,10445,12242
3176,OCO,-1499,-3024
3176,PER,10985,14109
3176,PIA,470,-5673
3176,RIC,-215,8947
3176,RUS,-257,9109
3176,SAI,2893,6612
3176,STR,-637,7878
3176,TSU,-1050,934
3176,VER,9233,11601
3176,ZHO,-823,-5412
3178,ALB,285,12952
3178,ALO,5598,14475
3178,BOT,1369,-150
3178,COL,-233,8346
3178,GAS,943,-4620
3178,HAM,2654,6362
3178,HUL,6549,9794
3178,LEC,1086,-3229
3178,MAG,1440,13872
3178,NOR,9201,11582
3178,OCO,-1416,-1216
3178,PER,11038,12813
3178,PIA,-693,-5527
3178,RIC,-408,9869
3178,RUS,-426,10218
3178,SAI,2543,5646
3178,STR,-363,8309
3178,TSU,-1050,934
3178,VER,7832,10799
3178,ZHO,-1440,-4105
3180,ALB,1569,13933
3180,ALO,6619,14549
3180,BOT,1212,-1860
3180,COL,-154,8704
3180,GAS,547,-5615
3180,HAM,2516,5407
3180,HUL,5250,8665
3180,LEC,898,-4879
3180,MAG,3076,14299
3180,NOR,7887,10834
3180,OCO,-1273,474
3180,PER,10335,12186
3180,PIA,-1380,-4382
3180,RIC,-389,11111
3180,RUS,-324,11567
3180,SAI,2031,4648
3180,STR,-142,8561
3180,TSU,-1050,934
3180,VER,6545,9791
3180,ZHO,-1489,-2551
3182,ALB,3096,14301
3182,ALO,6990,14903
3182,BOT,1066,-3452
3182,COL,-300,9277
3182,GAS,-379,-5714
3182,HAM,1903,4470
3182,HUL,4035,7608
3182,LEC,402,-5713
3182,MAG,4703,14434
3182,NOR,6671,9900
3182,OCO,-1131,2116
3182,PER,9289,11632
3182,PIA,-1499,-2988
3182,RIC,-35,12434
3182,RUS,224,12868
3182,SAI,1702,3447
3182,STR,-241,9047
3182,TSU,-1050,934
3182,VER,5342,8745
3182,ZHO,-1399,-984
3184,ALB,4932,14447
3184,ALO,7644,15165
3184,BOT,856,-5059
3184,COL,-427,10380
3184,GAS,-1284,-4679
3184,HAM,1657,2987
3184,HUL,2780,6505
3184,LEC,-682,-5536
3184,MAG,6271,14501
3184,NOR,5324,8729
3184,OCO,-970,3983
3184,PER,7964,10879
3184,PIA,-1420,-1269
3184,RIC,1063,13658
3184,RUS,1563,13930
3184,SAI,1552,1836
3184,STR,-420,10052
3184,TSU,-1050,934
3184,VER,3998,7576
3184,ZHO,-1249,753
3186,ALB,6456,14514
3186,ALO,8823,15526
3186,BOT,107,-5798
3186,COL,-244,11898
3186,GAS,-1499,-3044
3186,HAM,1495,1220
3186,HUL,2527,5467
3186,LEC,-1409,-4262
3186,MAG,6918,14779
3186,NOR,3840,7440
3186,OCO,-802,5939
3186,PER,6523,9772
3186,PIA,-1259,630
3186,RIC,2919,14279
3186,RUS,3418,14333
3186,SAI,1382,-8
3186,STR,-323,11572
3186,TSU,-1050,934
3186,VER,2727,6450
3186,ZHO,-1076,2757
3188,ALB,6929,14804
3188,ALO,9940,15878
3188,BOT,-874,-5360
3188,COL,482,13182
3188,GAS,-1434,-1466
3188,HAM,1345,-410
3188,HUL,1945,4538
3188,LEC,-1496,-2797
3188,MAG,7406,15119
