t,driver,x,y
2974,LEC,7828,15201
2974,MAG,921,-4760
2974,NOR,-597,8082
2974,OCO,8383,11119
2974,PER,-795,6014
2974,PIA,10742,15502
2974,RIC,1410,290
2974,RUS,-827,5646
2974,SAI,564,13264
2974,STR,2011,4626
2974,TSU,-1050,934
2974,VER,-152,8470
2974,ZHO,9777,11895
2976,ALB,258,-5770
2976,ALO,-1499,-3226
2976,BOT,1790,4157
2976,COL,1654,2961
2976,GAS,10788,15419
2976,HAM,968,13594
2976,HUL,4654,8147
2976,LEC,8881,15548
2976,MAG,487,-5661
2976,NOR,-303,8321
2976,OCO,7139,10294
2976,PER,-665,7576
2976,PIA,10965,14431
2976,RIC,1261,-1332
2976,RUS,-689,7284
2976,SAI,1893,14061
2976,STR,1700,3423
2976,TSU,-1050,934
2976,VER,-201,8895
2976,ZHO,8638,11261
2978,ALB,-834,-5401
2978,ALO,-1441,-1562
2978,BOT,1628,2666
2978,COL,1505,1322
2978,GAS,10980,14185
2978,HAM,2644,14238
2978,HUL,3290,6961
2978,LEC,10149,15875
2978,MAG,-589,-5603
2978,NOR,-148,8667
2978,OCO,5807,9149
2978,PER,-467,8273
2978,PIA,11067,13070
2978,RIC,1091,-3174
2978,RUS,-560,8168
2978,SAI,3665,14353
2978,STR,1545,1765
2978,TSU,-1050,934
2978,VER,-401,9800
2978,ZHO,7243,10380
2980,ALB,-1439,-4109
2980,ALO,-1289,287
2980,BOT,1473,981
2980,COL,1341,-455
2980,GAS,11058,12913
2980,HAM,4532,14423
2980,HUL,2547,6034
2980,LEC,10884,15135
2980,MAG,-1352,-4480
2980,NOR,-325,9385
2980,OCO,4440,7961
2980,PER,-146,8505
2980,PIA,10480,12259
2980,RIC,888,-4927
2980,RUS,-184,8392
2980,SAI,5528,14472
2980,STR,1384,7
2980,TSU,-1050,934
2980,VER,-386,11138
2980,ZHO,5885,9217
2982,ALB,-1489,-2516
2982,ALO,-1131,2113
2982,BOT,1311,-780
2982,COL,1175,-2265
2982,GAS,10424,12231
2982,HAM,6187,14497
2982,HUL,2345,5003
2982,LEC,11005,13854
2982,MAG,-1498,-2930
2982,NOR,-424,10583
2982,OCO,3096,6793
2982,PER,-228,8999
2982,PIA,9327,11653
2982,RIC,252,-5772
2982,RUS,-171,8780
2982,SAI,6715,14582
2982,STR,1214,-1838
2982,TSU,-1050,934
2982,VER,62,12616
2982,ZHO,4524,8034
2984,ALB,-1402,-1027
2984,ALO,-996,3688
2984,BOT,1169,-2334
2984,COL,1031,-3817
2984,GAS,9471,11731
2984,HAM,6807,14632
2984,HUL,1770,4065
2984,LEC,11039,12816
2984,MAG,-1438,-1523
2984,NOR,-264,11829
2984,OCO,2550,6064
2984,PER,-398,9781
2984,PIA,8185,11006
2984,RIC,-647,-5562
2984,RUS,-321,9365
2984,SAI,7061,14971
2984,STR,1070,-3407
2984,TSU,-1050,934
2984,VER,1042,13644
2984,ZHO,3361,7023
2986,ALB,-1246,778
2986,ALO,-831,5601
2986,BOT,995,-4180
2986,COL,764,-5322
2986,GAS,8120,10969
2986,HAM,7254,15076
2986,HUL,1612,2493
2986,LEC,10266,12152
2986,MAG,-1281,378
2986,NOR,567,13267
2986,OCO,2368,5038
2986,PER,-388,11123
2986,PIA,6772,9989
2986,RIC,-1367,-4430
2986,RUS,-424,10558
2986,SAI,7820,15199
2986,STR,844,-5102
2986,TSU,-1050,934
2986,VER,2773,14258
2986,ZHO,2561,6142
2988,ALB,-1086,2639
2988,ALO,-683,7349
2988,BOT,677,-5473
2988,COL,-54,-5797
2988,GAS,6780,9996
2988,HAM,8214,15312
2988,HUL,1460,839
2988,LEC,9090,11519
2988,MAG,-1119,2252
2988,NOR,2096,14123
2988,OCO,1750,3946
2988,PER,45,12587
2988,PIA,5439,8829
2988,RIC,-1498,-2906
2988,RUS,-214,11995
2988,SAI,8942,15572
2988,STR,167,-5790
2988,TSU,-1050,934
2988,VER,4547,14424
2988,ZHO,2427,5150
2990,ALB,-914,4639
2990,ALO,-541,8198
2990,BOT,-274,-5752
2990,COL,-1132,-5004
2990,GAS,5339,8743
2990,HAM,9530,15776
2990,HUL,1289,-1021
2990,LEC,7628,10669
2990,MAG,-940,4332
2990,NOR,3999,14382
2990,OCO,1594,2296
2990,PER,1391,13848
2990,PIA,3963,7546
2990,RIC,-1408,-1105
2990,RUS,761,13438
2990,SAI,10267,15853
2990,STR,-909,-5321
2990,TSU,-1050,934
2990,VER,6258,14500
2990,ZHO,1756,3985
2992,ALB,-764,6393
2992,ALO,-190,8383
2992,BOT,-1113,-5036
2992,COL,-1486,-3699
2992,GAS,4062,7632
2992,HAM,10573,15694
2992,HUL,1144,-2602
2992,LEC,6376,9644
2992,MAG,-782,6176
2992,NOR,5658,14478
2992,OCO,1452,751
2992,PER,2952,14283
2992,PIA,2819,6543
2992,RIC,-1271,495
2992,RUS,2243,14160
2992,SAI,10884,15134
2992,STR,-1431,-4157
2992,TSU,-1050,934
2992,VER,6891,14723
2992,ZHO,1618,2557
2994,ALB,-648,7766
2994,ALO,-170,8777
2994,BOT,-1481,-3769
2994,COL,-1476,-2186
2994,GAS,2888,6607
2994,HAM,10941,14725
2994,HUL,984,-4285
2994,LEC,5091,8527
2994,MAG,-652,7722
2994,NOR,6679,14568
2994,OCO,1300,-899
2994,PER,4633,14429
2994,PIA,2544,5658
2994,RIC,-1122,2228
2994,RUS,3919,14375
2994,SAI,11000,13907
2994,STR,-1493,-2671
2994,TSU,-1050,934
2994,VER,7354,15107
2994,ZHO,1475,996
2996,ALB,-402,8301
2996,ALO,-354,9518
2996,BOT,-1476,-2172
2996,COL,-1354,-443
2996,GAS,2545,5715
2996,HAM,11049,13391
2996,HUL,659,-5497
2996,LEC,3694,7313
2996,MAG,-428,8292
2996,NOR,7112,15007
2996,OCO,1139,-2652
2996,PER,6206,14498
2996,PIA,1992,4602
2996,RIC,-960,4100
2996,RUS,5703,14480
2996,SAI,11003,12713
2996,STR,-1395,-941
2996,TSU,-1050,934
2996,VER,8345,15352
2996,ZHO,1313,-764
2998,ALB,-147,8505
2998,ALO,-411,10856
2998,BOT,-1338,-268
2998,COL,-1179,1561
2998,GAS,1988,4597
2998,HAM,10686,12375
2998,HUL,-359,-5722
2998,LEC,2582,6225
2998,MAG,-149,8492
2998,NOR,8060,15265
2998,OCO,943,-4617
2998,PER,6912,14766
2998,PIA,1662,3045
2998,RIC,-780,6195
2998,RUS,6777,14612
2998,SAI,10075,12055
2998,STR,-1223,1050
2998,TSU,-1050,934
2998,VER,9705,15830
2998,ZHO,1131,-2746
3000,ALB,-197,8881
3000,ALO,-127,12230
3000,BOT,-1188,1454
3000,COL,-1023,3368
3000,GAS,1689,3311
3000,HAM,9706,11857
3000,HUL,-1250,-4764
3000,LEC,2464,5240
3000,MAG,-207,8919
3000,NOR,9195,15663
3000,OCO,517,-5640
3000,PER,7411,15121
3000,PIA,1521,1505
3000,RIC,-660,7639
3000,RUS,7140,15023
3000,SAI,8928,11425
3000,STR,-1070,2827
3000,TSU,-1050,934
3000,VER,10656,15616
3000,ZHO,968,-4419
3002,ALB,-351,9500
3002,ALO,632,13327
3002,BOT,-1057,2980
3002,COL,-891,4909
3002,GAS,1566,1995
3002,HAM,8651,11269
3002,HUL,-1494,-3534
3002,LEC,1872,4408
3002,MAG,-374,9621
3002,NOR,10175,15872
3002,OCO,-315,-5738
3002,PER,8259,15325
3002,PIA,1390,73
3002,RIC,-524,8221
3002,RUS,7777,15190
3002,SAI,7807,10784
3002,STR,-932,4430
3002,TSU,-1050,934
3002,VER,10942,14708
3002,ZHO,707,-5428
3004,ALB,-417,10746
3004,ALO,2148,14136
3004,BOT,-899,4806
3004,COL,-736,6723
3004,GAS,1413,320
3004,HAM,7303,10429
3004,HUL,-1481,-2298
3004,LEC,1654,2958
3004,MAG,-409,10879
3004,NOR,10863,15217
3004,OCO,-1217,-4838
3004,PER,9454,15750
3004,PIA,1231,-1651
3004,RIC,-161,8438
3004,RUS,8883,15549
3004,SAI,6488,9741
3004,STR,-765,6382
3004,TSU,-1050,934
3004,VER,11053,13349
3004,ZHO,-171,-5779
3006,ALB,-124,12238
3006,ALO,3966,14379
3006,BOT,-734,6746
3006,COL,-622,7979
3006,GAS,1245,-1497
3006,HAM,5928,9254
3006,HUL,-1325,-1752
3006,LEC,1500,1271
3006,MAG,-55,12391
3006,NOR,10996,13956
3006,OCO,-1498,-3307
3006,PER,10609,15663
3006,PIA,1059,-3525
3006,RIC,-205,8911
3006,RUS,10168,15873
3006,SAI,5096,8531
3006,STR,-646,7786
3006,TSU,-1050,934
3006,VER,10707,12388
3006,ZHO,-1184,-4907
3008,ALB,908,13551
3008,ALO,5774,14483
3008,BOT,-622,7978
3008,COL,-307,8320
3008,GAS,1075,-3347
3008,HAM,4527,8037
3008,HUL,-1285,-1274
3008,LEC,1335,-519
3008,MAG,1054,13652
3008,NOR,11007,12721
3008,OCO,-1443,-1592
3008,PER,10955,14564
3008,PIA,807,-5217
3008,RIC,-400,9798
3008,RUS,10881,15149
3008,SAI,3687,7306
3008,STR,-426,8293
3008,TSU,-1050,934
3008,VER,9697,11852
3008,ZHO,-1497,-3392
3010,ALB,2442,14202
3010,ALO,6667,14564
3010,BOT,-365,8309
3010,COL,-142,8607
3010,GAS,889,-4924
3010,HAM,3241,6919
3010,HUL,-1243,-865
3010,LEC,1181,-2201
3010,MAG,2555,14223
3010,NOR,10250,12144
3010,OCO,-1312,23
3010,PER,11055,13329
3010,PIA,59,-5801
3010,RIC,-402,10975
3010,RUS,10994,13991
3010,SAI,2658,6368
3010,STR,-147,8496
3010,TSU,-1050,934
3010,VER,8543,11209
3010,ZHO,-1460,-1866
3012,ALB,4181,14397
3012,ALO,7032,14947
3012,BOT,-141,8565
3012,COL,-269,9155
3012,GAS,318,-5750
3012,HAM,2548,6052
3012,HUL,-1195,-433
3012,LEC,1019,-3943
3012,MAG,4279,14405
3012,NOR,9104,11527
3012,OCO,-1160,1783
3012,PER,10759,12424
3012,PIA,-993,-5217
3012,RIC,-56,12390
3012,RUS,11039,12815
3012,SAI,2517,5415
3012,STR,-221,8972
3012,TSU,-1050,934
3012,VER,7237,10375
3012,ZHO,-1331,-186
3014,ALB,5872,14486
3014,ALO,7793,15193
3014,BOT,-258,9110
3014,COL,-426,10231
3014,GAS,-821,-5414
3014,HAM,2315,4959
3014,HUL,-1145,26
3014,LEC,710,-5425
3014,MAG,5984,14490
3014,NOR,7706,10720
3014,OCO,-997,3675
3014,PER,9715,11862
3014,PIA,-1479,-3797
3014,RIC,1051,13650
3014,RUS,10278,12158
3014,SAI,1847,4349
3014,STR,-414,9945
3014,TSU,-1050,934
3014,VER,5890,9221
3014,ZHO,-1168,1683
3016,ALB,6671,14565
3016,ALO,8928,15567
3016,BOT,-422,10082
3016,COL,-324,11569
3016,GAS,-1423,-4196
3016,HAM,1734,3810
3016,HUL,-1100,453
3016,LEC,-195,-5774
3016,MAG,6775,14611
3016,NOR,6426,9687
3016,OCO,-844,5445
3016,PER,8485,11176
3016,PIA,-1478,-2216
3016,RIC,2620,14234
3016,RUS,9140,11548
3016,SAI,1652,2934
3016,STR,-372,11263
3016,TSU,-1050,934
3016,VER,4594,8094
3016,ZHO,-1011,3507
3018,ALB,7065,14974
3018,ALO,10149,15875
3018,BOT,-346,11447
3018,COL,327,13006
3018,GAS,-1491,-2597
3018,HAM,1589,2243
3018,HUL,-1054,899
3018,LEC,-1170,-4935
3018,MAG,7166,15037
3018,NOR,5075,8513
3018,OCO,-691,7263
3018,PER,7093,10257
3018,PIA,-1356,-476
3018,RIC,4488,14420
3018,RUS,7773,10763
3018,SAI,1502,1295
3018,STR,134,12735
3018,TSU,-1050,934
3018,VER,3219,6899
3018,ZHO,-852,5360
3020,ALB,7860,15208
3020,ALO,10880,15150
3020,BOT,322,13000
3020,COL,1846,14045
3020,GAS,-1379,-740
3020,HAM,1421,411
3020,HUL,-1021,1214
3020,LEC,-1498,-3366
3020,MAG,8057,15264
3020,NOR,3632,7258
3020,OCO,-528,8216
3020,PER,5675,9035
3020,PIA,-1187,1474
3020,RIC,6211,14498
3020,RUS,6304,9581
3020,SAI,1330,-576
3020,STR,1502,13902
3020,TSU,-1050,934
3020,VER,2544,5885
3020,ZHO,-691,7264
3022,ALB,8902,15557
3022,ALO,10992,14011
3022,BOT,1593,13944
3022,COL,3434,14335
3022,GAS,-1235,915
3022,HAM,1265,-1281
3022,HUL,-1013,1291
3022,LEC,-1459,-1845
3022,MAG,9105,15632
3022,NOR,2671,6384
3022,OCO,-174,8408
3022,PER,4436,7957
3022,PIA,-1038,3193
3022,RIC,6864,14684
3022,RUS,5036,8479
3022,SAI,1178,-2226
3022,STR,3060,14297
3022,TSU,-1050,934
3022,VER,2269,4900
3022,ZHO,-590,8102
3024,ALB,10164,15873
3024,ALO,11036,12807
3024,BOT,3374,14330
3024,COL,5308,14464
3024,GAS,-1066,2870
3024,HAM,1090,-3187
3024,HUL,-1013,1291
3024,LEC,-1311,32
3024,MAG,10354,15825
3024,NOR,2500,5347
3024,OCO,-191,8860
3024,PER,3046,6749
3024,PIA,-872,5130
3024,RIC,7364,15109
3024,RUS,3557,7193
3024,SAI,1004,-4096
3024,STR,4991,14449
3024,TSU,-1050,934
3024,VER,1717,3617
3024,ZHO,-222,8353
3026,ALB,10837,15299
3026,ALO,10381,12209
3026,BOT,5047,14452
3026,COL,6505,14522
3026,GAS,-914,4640
3026,HAM,906,-4843
3026,HUL,-1013,1291
3026,LEC,-1161,1774
3026,MAG,10907,15010
3026,NOR,1857,4375
3026,OCO,-376,9631
3026,PER,2545,5865
3026,PIA,-723,6871
3026,RIC,8272,15329
3026,RUS,2618,6304
3026,SAI,684,-5465
3026,STR,6356,14505
3026,TSU,-1050,934
3026,VER,1576,2097
3026,ZHO,-156,8714
3028,ALB,10982,14155
3028,ALO,9256,11614
3028,BOT,6401,14509
3028,COL,6970,14878
3028,GAS,-759,6447
3028,HAM,311,-5753
3028,HUL,-1013,1291
3028,LEC,-1001,3626
3028,MAG,11017,13725
3028,NOR,1649,2902
3028,OCO,-410,10866
3028,PER,2211,4833
3028,PIA,-614,8019
3028,RIC,9494,15764
3028,RUS,2489,5308
3028,SAI,-286,-5748
3028,STR,6892,14726
3028,TSU,-1050,934
3028,VER,1422,427
3028,ZHO,-327,9393
3030,ALB,11066,13005
3030,ALO,8027,10916
3030,BOT,6889,14720
3030,COL,7532,15145
3030,GAS,-648,7766
3030,HAM,-692,-5528
3030,HUL,-1013,1291
3030,LEC,-852,5362
3030,MAG,10986,12678
3030,NOR,1511,1388
3030,OCO,-132,12219
3030,PER,1725,3704
3030,PIA,-311,8319
3030,RIC,10544,15718
3030,RUS,1844,4341
3030,SAI,-1197,-4881
3030,STR,7319,15097
3030,TSU,-1050,934
3030,VER,1271,-1224
3030,ZHO,-426,10468
3032,ALB,10481,12260
3032,ALO,6564,9807
3032,BOT,7420,15123
3032,COL,8689,15473
3032,GAS,-406,8300
3032,HAM,-1407,-4271
3032,HUL,-1013,1291
3032,LEC,-686,7313
3032,MAG,10049,12041
3032,NOR,1338,-487
3032,OCO,960,13589
3032,PER,1567,2000
3032,PIA,-151,8685
3032,RIC,10947,14654
3032,RUS,1635,2745
3032,SAI,-1499,-3281
3032,STR,8360,15356
3032,TSU,-1050,934
3032,VER,1094,-3149
3032,ZHO,-209,12009
3034,ALB,9439,11714
3034,ALO,5288,8698
3034,BOT,8392,15366
3034,COL,9877,15871
3034,GAS,-142,8539
3034,HAM,-1495,-2773
3034,HUL,-1013,1291
3034,LEC,-555,8177
3034,MAG,8879,11397
3034,NOR,1179,-2220
3034,OCO,2515,14216
3034,PER,1418,377
3034,PIA,-312,9329
3034,RIC,11047,13417
3034,RUS,1490,1161
3034,SAI,-1449,-1683
3034,STR,9541,15780
3034,TSU,-1050,934
3034,VER,914,-4798
3034,ZHO,617,13313
3036,ALB,8226,11030
3036,ALO,4019,7595
3036,BOT,9552,15783
3036,COL,10732,15517
3036,GAS,-246,9067
3036,HAM,-1412,-1162
3036,HUL,-1013,1292
3036,LEC,-194,8379
3036,MAG,7600,10650
3036,NOR,1022,-3913
3036,OCO,4171,14396
3036,PER,1264,-1298
3036,PIA,-427,10405
3036,RIC,10871,12520
3036,RUS,1338,-494
3036,SAI,-1316,-23
3036,STR,10551,15712
3036,TSU,-1050,934
3036,VER,400,-5714
3036,ZHO,2061,14113
3038,ALB,6831,10040
3038,ALO,2792,6516
3038,BOT,10577,15690
3038,COL,10970,14354
3038,GAS,-423,10110
3038,HAM,-1259,632
3038,HUL,-996,1465
3038,LEC,-174,8794
3038,MAG,6254,9537
3038,NOR,741,-5369
3038,OCO,5909,14487
3038,PER,1092,-3163
3038,PIA,-256,11856
3038,RIC,9915,11970
3038,RUS,1162,-2404
3038,SAI,-1155,1836
3038,STR,10939,14748
3038,TSU,-1050,934
3038,VER,-755,-5476
3038,ZHO,3831,14367
3040,ALB,5513,8894
3040,ALO,2544,5671
3040,BOT,10935,14789
3040,COL,11067,13113
3040,GAS,-343,11464
3040,HAM,-1103,2442
3040,HUL,-959,1856
3040,LEC,-355,9522
3040,MAG,4963,8415
3040,NOR,-120,-5789
3040,OCO,6799,14625
3040,PER,890,-4918
3040,PIA,504,13204
3040,RIC,8707,11300
3040,RUS,996,-4169
3040,SAI,-1002,3619
3040,STR,11038,13512
3040,TSU,-1050,934
3040,VER,-1401,-4296
3040,ZHO,5542,14473
3042,ALB,3890,7483
3042,ALO,1923,4505
3042,BOT,11056,13319
3042,COL,10471,12255
3042,GAS,407,13101
3042,HAM,-916,4618
3042,HUL,-922,2373
3042,LEC,-403,10955
3042,MAG,3416,7070
3042,NOR,-1200,-4875
3042,OCO,7292,15089
3042,PER,58,-5801
3042,PIA,2248,14161
3042,RIC,7152,10305
3042,RUS,547,-5616
3042,SAI,-820,5729
3042,STR,10773,12434
3042,TSU,-1050,934
3042,VER,-1488,-2501
3042,ZHO,6716,14583
3044,ALB,2866,6587
3044,ALO,1692,3338
3044,BOT,10898,12551
3044,COL,9557,11777
3044,GAS,1580,13938
3044,HAM,-781,6181
3044,HUL,-907,2953
3044,LEC,-144,12190
3044,MAG,2614,6296
3044,NOR,-1491,-3607
3044,OCO,8039,15258
3044,PER,-839,-5396
3044,PIA,3717,14357
3044,RIC,6047,9358
3044,RUS,-307,-5741
3044,SAI,-690,7275
3044,STR,9956,11992
3044,TSU,-1050,934
3044,VER,-1402,-1024
3044,ZHO,7017,14932
3046,ALB,2545,5710
3046,ALO,1542,1730
3046,BOT,9999,12015
3046,COL,8245,11041
3046,GAS,3331,14326
3046,HAM,-653,7711
3046,HUL,-873,4112
3046,LEC,855,13512
3046,MAG,2484,5295
3046,NOR,-1465,-1956
3046,OCO,9233,15676
3046,PER,-1438,-4116
3046,PIA,5531,14473
3046,RIC,4670,8161
3046,RUS,-1235,-4799
3046,SAI,-548,8188
3046,STR,8697,11295
3046,TSU,-1050,934
3046,VER,-1245,797
3046,ZHO,7712,15177
3048,ALB,2102,4722
3048,ALO,1383,-1
3048,BOT,8769,11335
3048,COL,6867,10072
3048,GAS,5144,14457
3048,HAM,-437,8288
3048,HUL,-796,5579
3048,LEC,2512,14215
3048,MAG,1812,4240
3048,NOR,-1329,-168
3048,OCO,10396,15806
3048,PER,-1489,-2552
3048,PIA,6690,14572
3048,RIC,3284,6956
3048,RUS,-1499,-3290
3048,SAI,-172,8411
3048,STR,7297,10424
3048,TSU,-1050,934
3048,VER,-1084,2668
3048,ZHO,8841,15533
3050,ALB,1710,3531
3050,ALO,1228,-1683
3050,BOT,7482,10566
3050,COL,5612,8980
3050,GAS,6467,14516
3050,HAM,-146,8503
3050,HUL,-702,7133
3050,LEC,4199,14398
3050,MAG,1644,2844
3050,NOR,-1179,1562
3050,OCO,10907,15006
3050,PER,-1393,-916
3050,PIA,7082,14986
3050,RIC,2560,6140
3050,RUS,-1477,-2205
3050,SAI,-181,8820
3050,STR,6018,9333
3050,TSU,-1050,934
3050,VER,-933,4418
3050,ZHO,10011,15882
3052,ALB,1565,1976
3052,ALO,1068,-3431
3052,BOT,6194,9486
3052,COL,4289,7829
3052,GAS,6943,14832
3052,HAM,-226,8991
3052,HUL,-604,8059
3052,LEC,5938,14489
3052,MAG,1499,1260
3052,NOR,-1022,3385
3052,OCO,11015,13741
3052,PER,-1241,836
3052,PIA,7786,15192
3052,RIC,2424,5145
3052,RUS,-1451,-1713
3052,SAI,-371,9605
3052,STR,4663,8155
3052,TSU,-1050,934
3052,VER,-781,6183
3052,ZHO,10793,15408
3054,ALB,1407,261
3054,ALO,850,-5080
3054,BOT,4833,8302
3054,COL,2974,6685
3054,GAS,7549,15149
3054,HAM,-416,9963
3054,HUL,-290,8323
3054,LEC,6829,14648
3054,MAG,1338,-492
3054,NOR,-857,5301
3054,OCO,10951,12620
3054,PER,-1077,2747
3054,PIA,8951,15575
3054,RIC,1771,4068
3054,RUS,-1317,-1636
3054,SAI,-408,10894
3054,STR,3264,6939
3054,TSU,-1050,934
3054,VER,-652,7727
3054,ZHO,10979,14202
3056,ALB,1260,-1344
3056,ALO,269,-5767
3056,BOT,3604,7234
3056,COL,2545,5923
3056,GAS,8527,15412
3056,HAM,-380,11199
3056,HUL,-143,8624
3056,LEC,7203,15055
3056,MAG,1190,-2105
3056,NOR,-711,7019
3056,OCO,10195,12116
3056,PER,-930,4448
3056,PIA,10072,15882
3056,RIC,1634,2730
3056,RUS,-1248,-911
3056,SAI,-129,12227
3056,STR,2566,6169
3056,TSU,-1050,934
3056,VER,-477,8266
3056,ZHO,11067,13034
3058,ALB,1087,-3227
3058,ALO,-838,-5397
3058,BOT,2635,6330
3058,COL,2251,4878
3058,GAS,9805,15857
3058,HAM,113,12700
3058,HUL,-296,9262
3058,LEC,8112,15281
3058,MAG,1021,-3921
3058,NOR,-587,8111
3058,OCO,8984,11458
3058,PER,-761,6424
3058,PIA,10863,15219
3058,RIC,1480,1058
3058,RUS,-1205,-524
3058,SAI,901,13546
3058,STR,2436,5171
3058,TSU,-1050,934
3058,VER,-146,8501
3058,ZHO,10557,12300
3060,ALB,899,-4876
3060,ALO,-1426,-4183
3060,BOT,2522,5440
3060,COL,1725,3707
3060,GAS,10721,15534
3060,HAM,1346,13824
3060,HUL,-427,10350
3060,LEC,9290,15695
3060,MAG,747,-5358
3060,NOR,-222,8353
3060,OCO,7666,10693
3060,PER,-645,7798
3060,PIA,10994,13983
3060,RIC,1324,-639
3060,RUS,-1196,-436
3060,SAI,2454,14204
3060,STR,1786,4141
3060,TSU,-1050,934
3060,VER,-226,8988
3060,ZHO,9490,11741
3062,ALB,379,-5724
3062,ALO,-1493,-2655
3062,BOT,1920,4499
3062,COL,1581,2156
3062,GAS,10966,14415
3062,HAM,2998,14289
3062,HUL,-286,11744
3062,LEC,10450,15779
3062,MAG,-99,-5792
3062,NOR,-164,8752
3062,OCO,6378,9645
3062,PER,-402,8301
3062,PIA,11031,12789
3062,RIC,1159,-2436
3062,RUS,-1196,-436
3062,SAI,4179,14397
3062,STR,1624,2619
3062,TSU,-1050,934
3062,VER,-412,9917
3062,ZHO,8225,11030
3064,ALB,-769,-5463
3064,ALO,-1386,-830
3064,BOT,1653,2947
3064,COL,1414,341
3064,GAS,11067,13036
3064,HAM,4947,14447
3064,HUL,550,13250
3064,LEC,10940,14733
3064,MAG,-1140,-4990
3064,NOR,-374,9621
3064,OCO,4938,8393
3064,PER,-141,8590
3064,PIA,10163,12100
3064,RIC,976,-4353
3064,RUS,-1195,-429
3064,SAI,6074,14493
3064,STR,1460,841
3064,TSU,-1050,934
3064,VER,-359,11360
3064,ZHO,6777,9993
3066,ALB,-1384,-4366
3066,ALO,-1241,836
3066,BOT,1515,1438
3066,COL,1263,-1308
3066,GAS,10587,12316
3066,HAM,6353,14505
3066,HUL,1928,14073
3066,LEC,11040,13486
3066,MAG,-1488,-3658
3066,NOR,-413,10824
3066,OCO,3668,7289
3066,PER,-259,9115
3066,PIA,9030,11484
3066,RIC,620,-5544
3066,RUS,-1176,-257
3066,SAI,6831,14650
3066,STR,1309,-811
3066,TSU,-1050,934
3066,VER,133,12732
3066,ZHO,5533,8911
3068,ALB,-1498,-2957
3068,ALO,-1100,2480
3068,BOT,1372,-120
3068,COL,1112,-2953
3068,GAS,9604,11802
3068,HAM,6898,14736
3068,HUL,3505,14340
3068,LEC,10896,12548
3068,MAG,-1478,-2233
3068,NOR,-155,12159
3068,OCO,2671,6384
3068,PER,-420,10035
3068,PIA,7794,10776
3068,RIC,-251,-5759
3068,RUS,-1137,99
3068,SAI,7215,15060
3068,STR,1156,-2472
3068,TSU,-1050,934
3068,VER,1285,13791
3068,ZHO,4302,7841
3070,ALB,-1416,-1215
3070,ALO,-937,4370
3070,BOT,1207,-1914
3070,COL,920,-4766
3070,GAS,8263,11051
3070,HAM,7428,15124
3070,HUL,5334,14465
3070,LEC,9950,11989
3070,MAG,-1353,-434
3070,NOR,840,13500
3070,OCO,2517,5415
3070,PER,-347,11440
3070,PIA,6418,9680
3070,RIC,-1184,-4906
3070,RUS,-1084,606
3070,SAI,8142,15290
3070,STR,981,-4310
3070,TSU,-1050,934
3070,VER,3001,14290
3070,ZHO,2989,6699
3072,ALB,-1266,547
3072,ALO,-775,6255
3072,BOT,1045,-3678
3072,COL,412,-5708
3072,GAS,6898,10098
3072,HAM,8481,15396
3072,HUL,6528,14527
3072,LEC,8707,11300
3072,MAG,-1196,1366
3072,NOR,2416,14197
3072,OCO,1880,4427
3072,PER,237,12887
3072,PIA,5075,8513
3072,RIC,-1495,-3480
3072,RUS,-1043,998
3072,SAI,9349,15715
3072,STR,606,-5559
3072,TSU,-1050,934
3072,VER,4769,14437
3072,ZHO,2545,5855
3074,ALB,-1097,2513
3074,ALO,-647,7775
3074,BOT,790,-5261
3074,COL,-670,-5545
3074,GAS,5519,8898
3074,HAM,9784,15851
3074,HUL,6964,14870
3074,LEC,7281,10411
3074,MAG,-1032,3272
3074,NOR,4275,14404
3074,OCO,1651,2919
3074,PER,1664,13974
3074,PIA,3654,7277
3074,RIC,-1455,-1786
3074,RUS,-991,1516
3074,SAI,10516,15738
3074,STR,-372,-5716
3074,TSU,-1050,934
3074,VER,6361,14505
3074,ZHO,2215,4837
3076,ALB,-915,4623
3076,ALO,-394,8303
3076,BOT,-111,-5790
3076,COL,-1411,-4252
3076,GAS,4043,7615
3076,HAM,10794,15405
3076,HUL,7728,15180
3076,LEC,5829,9169
3076,MAG,-859,5272
3076,NOR,6111,14494
3076,OCO,1488,1138
3076,PER,3542,14343
3076,PIA,2582,6225
3076,RIC,-1303,126
3076,RUS,-947,1998
3076,SAI,10952,14597
3076,STR,-1282,-4685
3076,TSU,-1050,934
3076,VER,6964,14868
3076,ZHO,1707,3501
3078,ALB,-772,6294
3078,ALO,-145,8514
3078,BOT,-916,-5312
3078,COL,-1497,-2841
3078,GAS,2956,6669
3078,HAM,10968,14383
3078,HUL,8738,15492
3078,LEC,4642,8136
3078,MAG,-727,6823
3078,NOR,6819,14640
3078,OCO,1349,-369
3078,PER,5082,14454
3078,PIA,2492,5320
3078,RIC,-1167,1706
3078,RUS,-921,2389
3078,SAI,11048,13407
3078,STR,-1497,-3377
3078,TSU,-1050,934
3078,VER,7469,15133
3078,ZHO,1579,2127
3080,ALB,-657,7667
3080,ALO,-217,8956
3080,BOT,-1423,-4198
3080,COL,-1421,-1283
3080,GAS,2545,5902
3080,HAM,11065,13173
3080,HUL,9878,15871
3080,LEC,3389,7047
3080,MAG,-631,7925
3080,NOR,7210,15058
3080,OCO,1204,-1948
3080,PER,6400,14508
3080,PIA,1856,4373
3080,RIC,-1021,3391
3080,RUS,-906,3026
3080,SAI,10861,12510
3080,STR,-1460,-1876
